Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Gmc,Canyon At4,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.5 sec,"$43,900 ",Petrol,5,583 Nm
Gmc,Canyon Denali,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.5 sec,"$48,000 ",Petrol,5,583 Nm
Gmc,Yukon Xl Denali Ultimate,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.7 sec,"$93,800 ",Petrol,8,624 Nm
Gmc,Terrain Denali,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.5 sec,"$38,600 ",Petrol,5,275 Nm
Gmc,Acadia Denali,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$54,300 ",Petrol,7,366 Nm
Gmc,Yukon At4,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.1 sec,"$71,505 ",Petrol,8,519 Nm
Gmc,Yukon Xl At4,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.3 sec,"$73,305 ",Petrol,8,519 Nm
Gmc,Sierra 1500 Elevation,2.7L Turbo engine,"2,713 cc",310 hp,180 km/h,7.0 sec,"$52,000 ",Petrol,5,569 Nm
Gmc,Sierra 1500 Slt,5.3L V8 engine,"5,327 cc",355 hp,180 km/h,6.8 sec,"$56,000 ",Petrol,5,519 Nm
Gmc,Sierra 2500Hd At4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$70,000 ",Petrol,5,629 Nm
Gmc,Sierra 3500Hd At4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,"$72,000 ",Petrol,5,629 Nm
Gmc,Canyon Elevation,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.5 sec,"$36,300 ",Petrol,5,259 Nm
Gmc,Canyon Denali Black Edition,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,"$44,000 ",Petrol,5,373 Nm
Gmc,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,"$80,000 ",Petrol,5,624 Nm
Gmc,Yukon Xl Denali Reserve,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$82,000 ",Petrol,7,624 Nm
Gmc,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,"$28,700 ",Petrol,5,275 Nm
Gmc,Acadia Black Edition,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$45,000 ",Petrol,7,366 Nm
Gmc,Hummer Ev Suv Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.5 sec,"$96,550 ",Electric,5,"15,590 Nm"
Gmc,Hummer Ev Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,"Up to 1,000 hp",170 km/h,3.0 sec,"$96,550 ",Electric,5,"15,590 Nm"
Gmc,Sierra Denali Carbonpro,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,"$65,000 ",Petrol,5,624 Nm
Gmc,Yukon Denali Performance,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$76,805 ",Petrol,8,624 Nm
Gmc,Sierra 2500Hd Denali Black Edition,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$75,000 ",Petrol,5,629 Nm
Gmc,Canyon At4X,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,"$50,000 ",Petrol,5,373 Nm
Gmc,Yukon Xl Slt,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.3 sec,"$65,000 ",Petrol,8,519 Nm
Gmc,Sierra 1500 Pro,4.3L V6 engine,"4,300 cc",285 hp,180 km/h,7.5 sec,"$37,700 ",Petrol,3,413 Nm
Gmc,Sierra 2500Hd Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,"$60,000 ",Petrol,3,629 Nm
Gmc,Sierra 3500Hd Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.8 sec,"$62,000 ",Petrol,3,629 Nm
Gmc,Terrain Slt,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.4 sec,"$31,000 ",Petrol,5,275 Nm
Gmc,Acadia Sle,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.6 sec,"$40,000 ",Petrol,7,366 Nm
Gmc,Canyon Slt,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.6 sec,"$38,000 ",Petrol,5,259 Nm
Gmc,Yukon Xl Elevation,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.4 sec,"$75,000 ",Petrol,8,519 Nm
Gmc,Sierra 1500 At4X,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.9 sec,"$82,000 ",Petrol,5,624 Nm
Gmc,Hummer Ev Suv Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.6 sec,"$110,000 ",Electric,5,"15,590 Nm"
Gmc,Sierra Ev Denali,Electric motors with advanced AWD,200 kWh,Up to 754 hp,170 km/h,4.5 sec,"$108,700 ",Electric,5,"1,064 Nm"
Gmc,Hummer Ev Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200 kWh,"Up to 1,000 hp",170 km/h,3.0 sec,"$112,700 ",Electric,5,"15,590 Nm"
Gmc,Canyon At4X Edition 1,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.8 sec,"$55,000 ",Petrol,5,373 Nm
Gmc,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$90,000 ",Petrol,8,624 Nm
Gmc,Sierra Hd Denali Reserve,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$85,000 ",Petrol,5,629 Nm
Gmc,Acadia Denali Ultimate,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$60,000 ",Petrol,7,366 Nm
Gmc,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,"$35,000 ",Petrol,5,275 Nm
Gmc,Yukon Trailering Edition,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.5 sec,"$78,000 ",Petrol,8,519 Nm
Gmc,Hummer Ev Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.6 sec,"$105,000 ",Electric,5,"15,590 Nm"
Kia,Rio,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$17,000 ",Petrol,5,151 Nm
Kia,Rio 5-Door,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$28,000 ",Petrol,5,264 Nm
Peugeot,508 Pse (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,"1,599 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$55,000 ",Hybrid,5,520 Nm
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500 cc,277 hp,220 km/h,7.0 sec,"$42,000 ",Petrol,7,421 Nm
Kia,Telluride Sx,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$50,000 ",Petrol,7,355 Nm
Kia,Forte Lxs,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$19,000 ",Petrol,5,179 Nm
Kia,K5 Ex,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,"$28,500 ",Petrol,5,264 Nm
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm
Kia,Ev6 Wind,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,"$50,000 ",Electric,5,350 Nm
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$28,000 ",Petrol,5,264 Nm
Kia,Seltos Sx,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$28,500 ",Petrol,5,264 Nm
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,"$55,000 ",Petrol,5,422 Nm
Kia,Sorento Hybrid Sx Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm
Kia,Carnival Ex,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$42,500 ",Petrol,8,355 Nm
Kia,Telluride Nightfall Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$51,000 ",Petrol,7,355 Nm
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.5 sec,"$44,000 ",Hybrid,5,360 Nm
Kia,Ev6 First Edition,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$58,000 ",Electric,5,450 Nm
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm
Kia,Forte Gt-Line,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$25,000 ",Petrol,5,264 Nm
Kia,Seltos Ex,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.0 sec,"$23,500 ",Petrol,5,179 Nm
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.0 sec,"$42,000 ",Hybrid,5,360 Nm
Kia,Sorento Lx,2.5L 4-Cylinder,2500 cc,191 hp,210 km/h,8.5 sec,"$35,500 ",Petrol,7,246 Nm
Kia,Telluride Ex,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$44,000 ",Petrol,7,355 Nm
Kia,Soul Ex,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$22,000 ",Petrol,5,179 Nm
Kia,Forte Fe,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$18,500 ",Petrol,5,179 Nm
Kia,K5 Gt-Line,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,"$29,000 ",Petrol,5,264 Nm
Kia,Carnival Lxs,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$39,500 ",Petrol,8,355 Nm
Kia,Ev6 Light,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,"$46,000 ",Electric,5,350 Nm
Kia,Niro Ex,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$30,000 ",Hybrid,5,265 Nm
Kia,Stinger Gt,3.3L Turbocharged V6,3300 cc,365 hp,270 km/h,4.7 sec,"$51,500 ",Petrol,5,510 Nm
Kia,Sorento Sx Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$48,000 ",Hybrid,7,352 Nm
Kia,Telluride Sx Prestige,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$52,000 ",Petrol,7,355 Nm
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$47,000 ",Hybrid,5,520 Nm
Kia,Ev6 Gt Performance,Electric Motor,77.4 kWh,577 hp,260 km/h,3.5 sec,"$65,000 ",Electric,5,740 Nm
Kia,Niro Sx Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$34,500 ",Hybrid,5,265 Nm
Kia,Carnival Sx Prestige,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$47,000 ",Petrol,8,355 Nm
Kia,Seltos Sx Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$32,000 ",Petrol,5,264 Nm
Kia,Forte Ex Premium,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm
Kia,Soul Ex Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$23,500 ",Petrol,5,179 Nm
Kia,Rio S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$17,500 ",Petrol,5,151 Nm
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm
Kia,Soul S,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$20,500 ",Petrol,5,179 Nm
Kia,Seltos Lx,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.2 sec,"$23,000 ",Petrol,5,179 Nm
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,"1,599 cc (Petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,520 Nm
Kia,Sorento Hybrid Ex,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm
Kia,Telluride Lx,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$41,500 ",Petrol,7,355 Nm
Kia,Carnival Mpv Ex,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$43,500 ",Petrol,8,355 Nm
Kia,Ev6 Awd Gt-Line,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$60,000 ",Electric,5,450 Nm
Kia,Forte Gt Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$25,500 ",Petrol,5,264 Nm
Kia,Soul Gt Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$23,000 ",Petrol,5,179 Nm
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$30,000 ",Petrol,5,264 Nm
Peugeot,E-2008 Gt,Electric Motor,50 kWh,136 hp,200 km/h,8.5 sec,"$40,000 ",Electric,5,260 Nm
Kia,Telluride Limited Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$53,000 ",Petrol,7,355 Nm
Kia,Stinger Gt-Line,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,"$50,000 ",Petrol,5,422 Nm
Kia,Carnival Special Edition,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$45,500 ",Petrol,8,355 Nm
Kia,Niro Sx Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,139 hp,180 km/h,10.5 sec,"$36,000 ",Hybrid,5,265 Nm
Kia,Ev6 First Edition Awd,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$62,000 ",Electric,5,450 Nm
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.8 sec,"$49,000 ",Hybrid,7,352 Nm
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm
Bugatti,Chiron,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,"$3,000,000 ",Petrol,2,1600 Nm
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993 cc,1500 hp,350 km/h,2.3 sec,"$3,300,000 ",Petrol,2,1600 Nm
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993 cc,1600 hp,490 km/h,2.4 sec,"$3,500,000 ",Petrol,2,1600 Nm
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.4 sec,"$3,300,000 ",Petrol,2,1600 Nm
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,"$3,300,000 ",Petrol,2,1600 Nm
Bugatti,Divo,8.0L Quad-Turbo W16,7993 cc,1500 hp,380 km/h,2.4 sec,"$5,800,000 ",Petrol,2,1600 Nm
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993 cc,1600 hp,380 km/h,2.4 sec,"$9,000,000 ",Petrol,2,1600 Nm
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,"$18,000,000 ",Petrol,2,1600 Nm
Bugatti,Bolide,8.0L Quad-Turbo W16,7993 cc,1850 hp,500 km/h,2.2 sec,"$4,500,000 ",Petrol,2,1600 Nm
Bugatti,Mistral,8.0L Quad-Turbo W16,7993 cc,1600 hp,420 km/h,2.4 sec,"$5,000,000 ",Petrol,2,1600 Nm
Volvo,Volvo Fh,13.0L I6 Turbo Diesel,13000 cc,540 hp,120 km/h,15.0 sec,"$120,000 ",Diesel,2,2600 Nm
Volvo,Volvo Fh16,16.1L I6 Turbo Diesel,16100 cc,750 hp,120 km/h,14.5 sec,"$160,000 ",Diesel,2,3500 Nm
Volvo,Volvo Fm,12.8L I6 Turbo Diesel,12800 cc,460 hp,110 km/h,16.0 sec,"$100,000 ",Diesel,2,2200 Nm
Volvo,Volvo Fmx,13.0L I6 Turbo Diesel,13000 cc,500 hp,110 km/h,16.5 sec,"$110,000 ",Diesel,2,2500 Nm
Volvo,Volvo Vnl,12.8L I6 Turbo Diesel,12800 cc,500 hp,120 km/h,15.0 sec,"$125,000 ",Diesel,2,2400 Nm
Volvo,Volvo Vnr,12.8L I6 Turbo Diesel,12800 cc,400 hp,110 km/h,17.0 sec,"$95,000 ",Diesel,2,1800 Nm
Volvo,Volvo Vhd,12.8L I6 Turbo Diesel,12800 cc,500 hp,100 km/h,18.0 sec,"$120,000 ",Diesel,2,2500 Nm
Volvo,Volvo Fe,7.7L I6 Turbo Diesel,7700 cc,280 hp,90 km/h,20.0 sec,"$85,000 ",Diesel,2,1200 Nm
Volvo,Volvo Fl,5.1L I4 Turbo Diesel,5100 cc,180 hp,80 km/h,22.0 sec,"$75,000 ",Diesel,2,800 Nm
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995 cc (V6),335 hp,260 km/h,5.1 sec,"$70,000 ",Petrol,2,450 Nm
Jaguar Land Rover,Jaguar Xe,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,"$45,000 ",Petrol,5,365 Nm
Jaguar Land Rover,Jaguar Xf,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,"$50,000 ",Petrol,5,365 Nm
Jaguar Land Rover,Jaguar Xj,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$85,000 ",Petrol,5,400 Nm
Jaguar Land Rover,Jaguar E-Pace,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm
Jaguar Land Rover,Jaguar I-Pace,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.8 sec,"$70,000 ",Electric,5,696 Nm
Jaguar Land Rover,Jaguar F-Pace,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),250 hp / 340 hp,230 km/h,7.2 sec / 5.4 sec,"$55,000 / $65,000",Petrol,5,365 Nm / 480 Nm
Jaguar Land Rover,Jaguar X-Type,I4 Petrol,1998 cc (I4),160 hp,215 km/h,9.0 sec,"$40,000 ",Petrol,5,215 Nm
Jaguar Land Rover,Jaguar F-Pace R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar Land Rover,Jaguar Xe R-Dynamic,I4 Petrol,1999 cc (I4),340 hp,250 km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm
Jaguar Land Rover,Jaguar F-Type Svr,V8 Petrol,5000 cc (V8),575 hp,320 km/h,3.7 sec,"$120,000 ",Petrol,2,700 Nm
Jaguar Land Rover,Jaguar I-Pace Electric Performance,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm
Jaguar Land Rover,Jaguar F-Pace Svr,V8 Petrol,5000 cc (V8),550 hp,283 km/h,4.0 sec,"$85,000 ",Petrol,5,700 Nm
Jaguar Land Rover,Jaguar Xe S,I4 Petrol,1999 cc (I4),340 hp,250 km/h,5.3 sec,"$55,000 ",Petrol,5,450 Nm
Jaguar Land Rover,Jaguar Xf R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar Land Rover,Jaguar Xj Lwb (Long Wheelbase),V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$90,000 ",Petrol,5,400 Nm
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$110,000 ",Petrol,2,680 Nm
Jaguar Land Rover,Jaguar E-Pace S,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm
Jaguar Land Rover,Jaguar I-Pace Hse,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$90,000 ",Electric,5,696 Nm
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),300 hp,250 km/h,5.1 sec,"$70,000 ",Petrol,2,400 Nm
Jaguar Land Rover,Jaguar Xe P300 R-Dynamic,I4 Petrol,1999 cc (I4),300 hp,250 km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm
Jaguar Land Rover,Jaguar Xf Sportbrake,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),250 hp,250 km/h,6.5 sec,"$60,000 ",Petrol,5,400 Nm
Jaguar Land Rover,Jaguar I-Pace Ev400 Hse,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm
Jaguar Land Rover,Jaguar F-Pace S 30T Awd,I4 Petrol,1999 cc (I4),247 hp,225 km/h,6.4 sec,"$60,000 ",Petrol,5,365 Nm
Jaguar Land Rover,Jaguar E-Pace R-Dynamic,I4 Petrol,1999 cc (I4),246 hp,230 km/h,6.8 sec,"$55,000 ",Petrol,5,430 Nm
Jaguar Land Rover,Jaguar Xj50,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$80,000 ",Petrol,5,400 Nm
Jaguar Land Rover,Jaguar F-Type 75Th Anniversary Edition,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm
Jaguar Land Rover,Jaguar F-Pace S Awd,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar Land Rover,Jaguar Xe Se,I4 Petrol,1999 cc (I4),250 hp,240 km/h,6.2 sec,"$50,000 ",Petrol,5,365 Nm
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995 cc (V6),380 hp,280 km/h,4.8 sec,"$80,000 ",Petrol,2,460 Nm
Jaguar Land Rover,Jaguar Xe R-Sport Awd,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),300 hp,250 km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm
Jaguar Land Rover,Jaguar Xf Portfolio Awd,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm
Jaguar Land Rover,Jaguar I-Pace First Edition,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm
Jaguar Land Rover,Jaguar F-Pace Prestige Awd,I4 Petrol / V6 Petrol,1999 cc (I4) / 2995 cc (V6),340 hp,250 km/h,5.4 sec,"$65,000 ",Petrol,5,480 Nm
Jaguar Land Rover,Jaguar Xj Supercharged,V8 Petrol,5000 cc (V8),510 hp,280 km/h,4.2 sec,"$90,000 ",Petrol,5,625 Nm
Jaguar Land Rover,Jaguar F-Type P450 Awd,V8 Petrol,5000 cc (V8),450 hp,290 km/h,4.0 sec,"$90,000 ",Petrol,2,600 Nm
Jaguar Land Rover,Jaguar F-Pace P400E Plug-In Hybrid,I4 Petrol + Electric Motor,1999 cc (I4) + Electric,398 hp,220 km/h,5.1 sec,"$75,000 ",Plug-in Hybrid,5,640 Nm
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999 cc (I4),300 hp,250 km/h,5.5 sec,"$60,000 ",Petrol,2,400 Nm
Acura,Nsx Type S,Twin-Turbo V6 Hybrid,"3,493 cc (V6)",600 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm
Acura,Tlx Pmc Edition,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$62,000 ",Petrol,5,362 Nm
Acura,Mdx Advance,V6,"3,500 cc (V6)",290 hp,190 km/h,6.0 sec,"$60,000 ",Petrol,7,362 Nm
Acura,Rdx Technology,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm
Acura,Ilx Premium,I4,"2,400 cc (I4)",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm
Acura,Tlx A-Spec,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm
Acura,Rdx Sh-Awd,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$50,000 ",Petrol,5,400 Nm
Acura,Mdx Sh-Awd,V6,"3,500 cc (V6)",290 hp,190 km/h,6.0 sec,"$55,000 ",Petrol,7,362 Nm
Acura,Rdx Platinum Elite,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$55,000 ",Petrol,5,400 Nm
Acura,Tlx A-Spec Sedan,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm
Acura,Tlx 2.4L,Inline-4,"2,400 cc",206 hp,210 km/h,6.0 sec,"$35,000 ",Petrol,5,247 Nm
Acura,Mdx Hybrid,V6 Hybrid,"3,500 cc",321 hp,190 km/h,6.0 sec,"$55,000 ",Hybrid,7,335 Nm
Acura,Rdx Hybrid,Inline-4 Hybrid,"1,500 cc",247 hp,210 km/h,6.6 sec,"$50,000 ",Hybrid,5,400 Nm
Acura,Ilx Technology Package,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm
Acura,Nsx Gt3 (Track Version),Twin-Turbo V6 Hybrid,"3,493 cc",500 hp,300 km/h,3.0 sec,"$150,000 ",Hybrid,2,600 Nm
Acura,Rdx Turbo Awd,Inline-4 Turbocharged,"1,500 cc",272 hp,210 km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm
